Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
77	6	1	73	0.186	
77	6	1	73	0.165	
77	6	1	74	0.202	
77	6	1	75	0.169	
77	6	1	75	0.196	
78	6	1	85	0.073	
78	6	1	41	0.144	
78	6	1	98	0.056	
78	6	1	78	0.140	
78	6	1	79	0.121	
79	6	1	77	0.161	
79	6	1	152	0.048	
79	6	1	79	0.101	
79	6	1	81	0.160	
79	6	1	81	0.215	
80	6	1	44	0.067	
80	6	1	120	0.070	
80	6	1	34	0.096	
80	6	1	86	0.160	
80	6	1	86	0.129	
81	6	1	75	0.156	
81	6	1	76	0.160	
81	6	1	74	0.159	
81	6	1	74	0.178	
81	6	1	74	0.174	
82	6	1	109	0.065	
82	6	1	37	0.131	
82	6	1	92	0.071	
82	6	1	89	0.057	
82	6	1	81	0.084	
83	6	1	79	0.107	
83	6	1	79	0.105	
83	6	1	82	0.095	
83	6	1	83	0.227	
83	6	1	78	0.170	
84	6	1	81	0.073	
84	6	1	104	0.049	
84	6	1	91	0.113	
84	6	1	74	0.113	
84	6	1	81	0.142	
85	6	1	34	0.212	
85	6	1	82	0.109	
85	6	1	79	0.113	
85	6	1	82	0.104	
85	6	1	78	0.149	
86	6	1	102	0.047	
86	6	1	79	0.049	
86	6	1	91	0.119	
86	6	1	135	0.049	
86	6	1	84	0.064	
87	6	1	75	0.140	
87	6	1	76	0.100	
87	6	1	78	0.075	
87	6	1	75	0.162	
87	6	1	76	0.101	
88	6	1	80	0.108	
88	6	1	79	0.092	
88	6	1	78	0.129	
88	6	1	79	0.176	
88	6	1	85	0.102	
89	6	1	75	0.093	
89	6	1	120	0.065	
89	6	1	79	0.106	
89	6	1	108	0.108	
89	6	1	94	0.075	
90	6	1	74	0.098	
90	6	1	76	0.102	
90	6	1	76	0.078	
90	6	1	77	0.121	
90	6	1	73	0.141	
91	6	1	75	0.140	
91	6	1	73	0.076	
91	6	1	75	0.160	
91	6	1	77	0.144	
91	6	1	74	0.140	
92	6	1	76	0.127	
92	6	1	77	0.141	
92	6	1	75	0.145	
92	6	1	77	0.080	
92	6	1	79	0.140	
93	6	1	80	0.865	
93	6	1	80	0.726	
93	6	1	80	0.728	
93	6	1	80	0.798	
93	6	1	80	0.750	
94	6	1	80	0.332	
94	6	1	81	0.403	
94	6	1	80	0.393	
94	6	1	82	0.304	
94	6	1	80	0.403	
95	6	1	83	0.136	
95	6	1	75	0.110	
95	6	1	80	0.110	
95	6	1	97	0.178	
95	6	1	76	0.173	
96	6	1	87	0.073	
96	6	1	90	0.087	
96	6	1	96	0.082	
96	6	1	78	0.070	
96	6	1	83	0.118	
97	6	1	77	0.081	
97	6	1	74	0.112	
97	6	1	96	0.099	
97	6	1	77	0.089	
97	6	1	76	0.066	
98	6	1	73	0.140	
98	6	1	73	0.076	
98	6	1	73	0.154	
98	6	1	72	0.188	
98	6	1	79	0.183	
99	6	1	105	0.084	
99	6	1	81	0.149	
99	6	1	75	0.098	
99	6	1	104	0.109	
99	6	1	76	0.139	
100	6	1	74	0.139	
100	6	1	77	0.157	
100	6	1	78	0.121	
100	6	1	74	0.126	
100	6	1	73	0.099	
101	6	1	75	0.223	
101	6	1	75	0.206	
101	6	1	75	0.230	
101	6	1	74	0.224	
101	6	1	77	0.153	
102	6	1	75	0.181	
102	6	1	79	0.150	
102	6	1	81	0.109	
102	6	1	76	0.163	
102	6	1	76	0.104	
103	6	1	86	0.127	
103	6	1	78	0.101	
103	6	1	78	0.110	
103	6	1	79	0.123	
103	6	1	91	0.122	
104	6	1	97	0.077	
104	6	1	107	0.101	
104	6	1	86	0.098	
104	6	1	98	0.106	
104	6	1	72	0.102	
105	6	1	86	0.108	
105	6	1	80	0.108	
105	6	1	78	0.140	
105	6	1	82	0.066	
105	6	1	85	0.126	
106	6	1	93	0.098	
106	6	1	82	0.086	
106	6	1	79	0.094	
106	6	1	109	0.084	
106	6	1	75	0.068	
107	6	1	95	0.203	
107	6	1	79	0.101	
107	6	1	78	0.133	
107	6	1	81	0.146	
107	6	1	88	0.087	
108	6	1	72	0.172	
108	6	1	73	0.177	
108	6	1	72	0.208	
108	6	1	72	0.180	
108	6	1	74	0.160	
109	6	1	92	0.094	
109	6	1	86	0.083	
109	6	1	74	0.106	
109	6	1	95	0.067	
109	6	1	73	0.125	
110	6	1	82	0.175	
110	6	1	81	0.126	
110	6	1	74	0.129	
110	6	1	75	0.197	
110	6	1	77	0.183	
111	6	1	138	0.113	
111	6	1	62	0.107	
111	6	1	173	0.079	
111	6	1	102	0.107	
111	6	1	97	0.062	
112	6	1	144	0.057	
112	6	1	80	0.057	
112	6	1	59	0.092	
112	6	0	98	0.007	
112	6	1	131	0.066	
113	6	1	117	0.054	
113	6	1	97	0.098	
113	6	1	85	0.080	
113	6	1	96	0.095	
113	6	1	103	0.061	
114	6	1	126	0.065	
114	6	1	103	0.068	
114	6	1	98	0.066	
114	6	1	88	0.130	
114	6	1	90	0.108	
115	6	1	92	0.092	
115	6	1	86	0.090	
115	6	1	83	0.117	
115	6	1	78	0.091	
115	6	1	101	0.083	
116	6	1	75	0.154	
116	6	1	77	0.136	
116	6	1	80	0.156	
116	6	1	76	0.162	
116	6	1	83	0.123	
117	6	1	111	0.042	
117	6	1	141	0.068	
117	6	1	112	0.082	
117	6	1	100	0.044	
117	6	1	82	0.097	
118	6	1	83	0.115	
118	6	1	138	0.064	
118	6	1	83	0.050	
118	6	1	79	0.068	
118	6	1	107	0.110	
119	6	1	97	0.073	
119	6	1	144	0.051	
119	6	1	130	0.072	
119	6	1	107	0.079	
119	6	1	90	0.085	
120	6	1	95	0.082	
120	6	1	107	0.069	
120	6	1	85	0.090	
120	6	1	94	0.103	
120	6	1	114	0.085	
121	6	1	114	0.133	
121	6	1	79	0.092	
121	6	1	101	0.091	
121	6	1	107	0.089	
121	6	1	84	0.128	
122	6	1	76	0.122	
122	6	1	79	0.105	
122	6	1	91	0.071	
122	6	1	73	0.083	
122	6	1	90	0.102	
123	6	1	123	0.072	
123	6	1	84	0.128	
123	6	1	84	0.084	
123	6	1	98	0.069	
123	6	1	131	0.079	
124	6	1	81	0.090	
124	6	1	88	0.075	
124	6	1	114	0.104	
124	6	1	77	0.109	
124	6	1	77	0.096	
125	6	1	80	0.091	
125	6	1	95	0.083	
125	6	1	111	0.040	
125	6	1	96	0.105	
125	6	1	85	0.122	
126	6	1	103	0.075	
126	6	1	82	0.098	
126	6	1	110	0.077	
126	6	1	83	0.102	
126	6	1	76	0.098	
127	6	1	82	0.093	
127	6	1	102	0.064	
127	6	1	124	0.088	
127	6	1	88	0.061	
127	6	1	88	0.101	
128	6	1	75	0.227	
128	6	1	73	0.270	
128	6	1	74	0.111	
128	6	1	74	0.176	
128	6	1	74	0.148	
129	6	1	82	0.097	
129	6	1	132	0.092	
129	6	1	91	0.120	
129	6	1	82	0.118	
129	6	1	90	0.104	
130	6	1	73	0.106	
130	6	1	76	0.104	
130	6	1	75	0.134	
130	6	1	75	0.111	
130	6	1	75	0.112	
131	6	1	103	0.097	
131	6	1	77	0.117	
131	6	1	100	0.109	
131	6	1	84	0.092	
131	6	1	80	0.093	
132	6	1	77	0.084	
132	6	1	74	0.106	
132	6	1	77	0.125	
132	6	1	100	0.062	
132	6	1	74	0.142	
133	6	1	78	0.158	
133	6	1	106	0.081	
133	6	1	86	0.113	
133	6	1	81	0.132	
133	6	1	99	0.137	
134	6	1	85	0.115	
134	6	1	74	0.079	
134	6	1	82	0.147	
134	6	1	84	0.083	
134	6	1	80	0.092	
135	6	1	74	0.188	
135	6	1	74	0.135	
135	6	1	74	0.257	
135	6	1	81	0.198	
135	6	1	81	0.277	
136	6	1	84	0.049	
136	6	1	83	0.113	
136	6	1	89	0.106	
136	6	1	110	0.055	
136	6	1	100	0.054	
137	6	1	109	0.079	
137	6	1	111	0.096	
137	6	1	92	0.065	
137	6	1	98	0.090	
137	6	1	160	0.054	
138	6	1	121	0.077	
138	6	1	132	0.064	
138	6	1	84	0.140	
138	6	1	139	0.073	
138	6	1	130	0.087	
139	6	1	76	0.096	
139	6	1	78	0.135	
139	6	1	82	0.112	
139	6	1	76	0.118	
139	6	1	77	0.129	
140	6	1	131	0.059	
140	6	1	107	0.077	
140	6	1	89	0.072	
140	6	1	94	0.112	
140	6	1	90	0.110	
141	6	1	86	0.096	
141	6	1	97	0.055	
141	6	1	77	0.136	
141	6	1	76	0.083	
141	6	1	91	0.077	
142	6	1	75	0.094	
142	6	1	76	0.121	
142	6	1	77	0.131	
142	6	1	75	0.096	
142	6	1	79	0.112	
143	6	1	84	0.132	
143	6	1	80	0.132	
143	6	1	109	0.142	
143	6	1	111	0.090	
143	6	1	88	0.128	
144	6	1	97	0.103	
144	6	1	101	0.112	
144	6	1	88	0.114	
144	6	1	86	0.087	
144	6	1	91	0.100	
145	6	1	119	0.066	
145	6	1	80	0.148	
145	6	1	102	0.099	
145	6	1	79	0.069	
145	6	1	91	0.191	
146	6	1	80	0.165	
146	6	1	79	0.121	
146	6	1	76	0.084	
146	6	1	82	0.158	
146	6	1	80	0.128	
147	6	1	77	0.145	
147	6	1	95	0.092	
147	6	1	92	0.081	
147	6	1	77	0.116	
147	6	1	76	0.139	
148	6	1	127	0.077	
148	6	1	87	0.080	
148	6	1	111	0.083	
148	6	1	79	0.089	
148	6	1	80	0.097	
149	6	1	74	0.080	
149	6	1	79	0.091	
149	6	1	82	0.075	
149	6	1	35	0.100	
149	6	1	76	0.120	
150	6	1	93	0.079	
150	6	1	77	0.111	
150	6	1	33	0.439	
150	6	1	81	0.075	
150	6	1	135	0.048	
151	6	1	83	0.115	
151	6	1	89	0.097	
151	6	1	90	0.087	
151	6	1	87	0.078	
151	6	1	50	0.110	
152	6	1	74	0.136	
152	6	1	77	0.119	
152	6	1	74	0.122	
152	6	1	75	0.127	
152	6	1	83	0.092	
153	6	1	76	0.054	
153	6	1	106	0.053	
153	6	1	95	0.064	
153	6	1	82	0.062	
153	6	1	102	0.043	
154	6	1	116	0.060	
154	6	1	88	0.073	
154	6	1	108	0.121	
154	6	1	100	0.102	
154	6	1	93	0.120	
155	6	1	76	0.148	
155	6	1	75	0.114	
155	6	1	75	0.132	
155	6	1	74	0.154	
155	6	1	96	0.102	
156	6	1	78	0.179	
156	6	1	79	0.140	
156	6	1	76	0.199	
156	6	1	71	0.183	
156	6	1	73	0.187	
157	6	1	109	0.063	
157	6	1	170	0.055	
157	6	1	95	0.075	
157	6	1	99	0.063	
157	6	1	96	0.069	
158	6	1	134	0.054	
158	6	1	96	0.106	
158	6	1	109	0.028	
158	6	1	140	0.043	
158	6	1	111	0.086	
159	6	1	83	0.139	
159	6	1	74	0.136	
159	6	1	76	0.154	
159	6	1	76	0.117	
159	6	1	76	0.141	
160	6	1	81	0.069	
160	6	1	80	0.101	
160	6	1	108	0.097	
160	6	1	91	0.091	
160	6	1	102	0.083	
161	6	1	74	0.151	
161	6	1	75	0.150	
161	6	1	73	0.153	
161	6	1	72	0.149	
161	6	1	73	0.218	
162	6	1	87	0.072	
162	6	1	126	0.065	
162	6	1	86	0.100	
162	6	1	126	0.074	
162	6	1	88	0.085	
163	6	1	117	0.107	
163	6	1	126	0.082	
163	6	1	93	0.119	
163	6	1	122	0.125	
163	6	1	90	0.094	
164	6	1	85	0.155	
164	6	1	77	0.154	
164	6	1	109	0.084	
164	6	1	107	0.061	
164	6	1	72	0.108	
165	6	1	104	0.078	
165	6	1	141	0.069	
165	6	1	127	0.067	
165	6	1	97	0.064	
165	6	1	110	0.092	
166	6	1	77	0.134	
166	6	1	101	0.098	
166	6	1	81	0.087	
166	6	1	78	0.119	
166	6	1	77	0.111	
167	6	1	46	0.070	
167	6	1	57	0.045	
167	6	1	48	0.038	
167	6	1	68	0.053	
167	6	1	51	0.069	
168	6	1	118	0.078	
168	6	1	132	0.065	
168	6	1	110	0.102	
168	6	1	110	0.065	
168	6	1	98	0.073	
169	6	1	138	0.066	
169	6	1	102	0.060	
169	6	1	83	0.085	
169	6	1	137	0.045	
169	6	1	98	0.088	
170	6	1	83	0.089	
170	6	1	85	0.117	
170	6	1	83	0.115	
170	6	1	84	0.071	
170	6	1	86	0.109	
171	6	1	80	0.108	
171	6	1	140	0.056	
171	6	1	140	0.091	
171	6	1	98	0.131	
171	6	1	175	0.076	
172	6	1	81	0.072	
172	6	1	85	0.087	
172	6	1	121	0.047	
172	6	1	115	0.077	
172	6	1	112	0.059	
173	6	1	103	0.088	
173	6	1	102	0.107	
173	6	1	120	0.108	
173	6	1	90	0.083	
173	6	1	104	0.110	
174	6	1	78	0.143	
174	6	1	74	0.144	
174	6	1	76	0.101	
174	6	1	82	0.162	
174	6	1	74	0.144	
175	6	1	129	0.080	
175	6	1	108	0.081	
175	6	1	46	0.092	
175	6	1	131	0.073	
175	6	1	111	0.098	
176	6	1	104	0.129	
176	6	1	81	0.130	
176	6	1	120	0.056	
176	6	1	112	0.069	
176	6	1	85	0.102	
177	6	1	86	0.119	
177	6	1	87	0.092	
177	6	1	79	0.111	
177	6	1	84	0.092	
177	6	1	102	0.049	
178	6	1	102	0.117	
178	6	1	103	0.098	
178	6	1	93	0.116	
178	6	1	83	0.111	
178	6	1	92	0.104	
179	6	1	90	0.075	
179	6	1	143	0.068	
179	6	1	116	0.067	
179	6	1	111	0.095	
179	6	1	116	0.079	
180	6	1	124	0.041	
180	6	1	52	0.088	
180	6	1	82	0.097	
180	6	1	117	0.082	
180	6	1	135	0.058	
181	6	1	74	0.054	
181	6	1	109	0.059	
181	6	1	105	0.115	
181	6	1	110	0.087	
181	6	1	136	0.060	
182	6	1	136	0.080	
182	6	1	103	0.073	
182	6	1	103	0.077	
182	6	1	106	0.076	
182	6	1	108	0.076	
183	6	1	76	0.109	
183	6	1	105	0.082	
183	6	1	101	0.066	
183	6	1	80	0.082	
183	6	1	84	0.093	
184	6	1	82	0.095	
184	6	1	79	0.132	
184	6	1	77	0.196	
184	6	1	90	0.099	
184	6	1	77	0.077	
185	6	1	85	0.077	
185	6	1	79	0.127	
185	6	1	72	0.123	
185	6	1	74	0.119	
185	6	1	74	0.120	
186	6	1	162	0.058	
186	6	1	181	0.067	
186	6	1	92	0.107	
186	6	1	126	0.069	
186	6	1	109	0.071	
187	6	1	78	0.090	
187	6	1	78	0.076	
187	6	1	87	0.067	
187	6	1	97	0.074	
187	6	1	119	0.061	
188	6	1	83	0.084	
188	6	1	77	0.118	
188	6	1	84	0.119	
188	6	1	77	0.130	
188	6	1	84	0.105	
189	6	1	81	0.096	
189	6	1	84	0.086	
189	6	1	110	0.077	
189	6	1	74	0.084	
189	6	1	76	0.085	
190	6	1	84	0.118	
190	6	1	124	0.048	
190	6	1	87	0.094	
190	6	1	85	0.086	
190	6	1	97	0.074	
191	6	1	172	0.078	
191	6	1	113	0.079	
191	6	1	108	0.061	
191	6	1	164	0.075	
191	6	1	141	0.071	
192	6	1	178	0.049	
192	6	1	49	0.114	
192	6	1	180	0.040	
192	6	1	49	0.084	
192	6	1	122	0.047	
193	6	1	102	0.064	
193	6	1	78	0.086	
193	6	1	82	0.084	
193	6	1	141	0.064	
193	6	1	105	0.095	
194	6	1	130	0.055	
194	6	1	103	0.079	
194	6	1	116	0.058	
194	6	1	113	0.091	
194	6	1	110	0.054	
195	6	1	124	0.079	
195	6	1	80	0.085	
195	6	1	80	0.079	
195	6	1	92	0.098	
195	6	1	77	0.096	
196	6	1	109	0.081	
196	6	1	127	0.071	
196	6	1	83	0.089	
196	6	1	81	0.126	
196	6	1	81	0.083	
197	6	1	77	0.123	
197	6	1	77	0.148	
197	6	1	82	0.097	
197	6	1	101	0.103	
197	6	1	87	0.074	
198	6	1	106	0.080	
198	6	1	103	0.080	
198	6	1	80	0.091	
198	6	1	77	0.039	
198	6	1	78	0.086	
199	6	1	131	0.068	
199	6	1	88	0.078	
199	6	1	127	0.044	
199	6	1	46	0.068	
199	6	1	80	0.045	
200	6	1	75	0.136	
200	6	1	86	0.090	
200	6	1	90	0.109	
200	6	1	76	0.111	
200	6	1	73	0.083	
201	6	1	81	0.100	
201	6	1	79	0.103	
201	6	1	116	0.040	
201	6	1	76	0.064	
201	6	1	50	0.124	
202	6	1	77	0.182	
202	6	1	78	0.151	
202	6	1	78	0.159	
202	6	1	71	0.178	
202	6	1	84	0.134	
203	6	1	108	0.087	
203	6	1	89	0.071	
203	6	1	84	0.085	
203	6	1	89	0.071	
203	6	1	96	0.102	
204	6	1	128	0.065	
204	6	1	113	0.087	
204	6	1	81	0.077	
204	6	1	125	0.063	
204	6	1	107	0.091	
205	6	1	91	0.065	
205	6	1	112	0.086	
205	6	1	101	0.124	
205	6	1	103	0.091	
205	6	1	110	0.061	
206	6	1	114	0.053	
206	6	1	83	0.109	
206	6	1	84	0.102	
206	6	1	40	0.090	
206	6	1	105	0.081	
207	6	1	139	0.068	
207	6	1	122	0.073	
207	6	1	104	0.058	
207	6	1	47	0.125	
207	6	1	87	0.088	
208	6	1	75	0.081	
208	6	1	81	0.070	
208	6	1	123	0.088	
208	6	1	76	0.077	
208	6	1	110	0.071	
209	6	1	78	0.146	
209	6	1	76	0.188	
209	6	1	76	0.118	
209	6	1	78	0.118	
209	6	1	77	0.154	
210	6	1	104	0.063	
210	6	1	83	0.107	
210	6	1	101	0.074	
210	6	1	88	0.089	
210	6	1	92	0.098	
211	6	1	89	0.077	
211	6	1	93	0.075	
211	6	1	125	0.050	
211	6	1	82	0.074	
211	6	1	81	0.075	
212	6	1	78	0.141	
212	6	1	77	0.145	
212	6	1	83	0.102	
212	6	1	79	0.117	
212	6	1	79	0.141	
213	6	1	92	0.079	
213	6	1	86	0.122	
213	6	1	121	0.093	
213	6	1	118	0.062	
