Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
81	6	1	89	0.172	
81	6	1	86	0.149	
82	6	1	222	0.051	
82	6	1	148	0.047	
82	6	1	49	0.103	
82	6	1	100	0.047	
82	6	1	101	0.054	
83	6	1	250	0.202	
83	6	1	250	0.145	
83	6	1	75	0.149	
83	6	1	75	0.160	
83	6	1	77	0.040	
84	6	1	168	0.137	
84	6	1	242	0.097	
84	6	1	79	0.097	
84	6	1	88	0.093	
84	6	1	79	0.084	
85	6	1	250	0.107	
85	6	1	120	0.069	
85	6	1	106	0.100	
85	6	1	115	0.108	
85	6	1	118	0.108	
86	6	1	250	0.070	
86	6	1	250	0.084	
86	6	1	122	0.048	
86	6	1	94	0.097	
86	6	1	127	0.065	
87	6	1	250	0.133	
87	6	1	250	0.124	
87	6	1	79	0.142	
87	6	1	78	0.125	
87	6	1	79	0.112	
88	6	1	250	0.109	
88	6	1	247	0.112	
88	6	1	73	0.107	
88	6	1	73	0.116	
88	6	1	74	0.122	
89	6	1	250	0.834	
89	6	1	250	0.653	
89	6	1	76	0.135	
89	6	1	74	0.070	
89	6	1	87	0.066	
90	6	1	118	0.162	
90	6	1	182	0.188	
90	6	1	75	0.169	
90	6	1	76	0.166	
90	6	1	75	0.143	
91	6	1	250	0.087	
91	6	1	155	0.156	
91	6	1	81	0.140	
91	6	1	82	0.121	
91	6	1	82	0.139	
92	6	1	205	0.109	
92	6	1	250	0.113	
92	6	1	143	0.104	
92	6	1	106	0.178	
92	6	1	107	0.162	
93	6	1	75	0.797	
93	6	1	75	0.797	
93	6	1	72	0.795	
93	6	1	72	0.795	
93	6	1	72	0.795	
94	6	1	75	0.385	
94	6	1	75	0.385	
94	6	1	72	0.399	
94	6	1	72	0.399	
94	6	1	72	0.399	
95	6	1	250	0.216	
95	6	1	250	0.232	
95	6	1	83	0.127	
95	6	1	79	0.112	
95	6	1	82	0.124	
96	6	1	250	0.084	
96	6	1	250	0.091	
96	6	1	98	0.123	
96	6	1	99	0.055	
96	6	1	96	0.107	
97	6	1	160	0.108	
97	6	1	184	0.094	
97	6	1	80	0.077	
97	6	1	81	0.112	
97	6	1	81	0.149	
98	6	1	250	0.115	
98	6	1	250	0.122	
98	6	1	43	0.072	
98	6	1	85	0.144	
98	6	1	86	0.125	
99	6	1	250	0.083	
99	6	1	250	0.101	
99	6	1	109	0.124	
99	6	1	60	0.115	
99	6	1	119	0.089	
100	6	1	83	0.191	
100	6	1	80	0.165	
100	6	1	101	0.100	
100	6	1	93	0.109	
100	6	1	94	0.139	
101	6	1	250	0.140	
101	6	1	220	0.162	
101	6	1	87	0.188	
101	6	1	77	0.237	
101	6	1	82	0.306	
102	6	1	250	0.958	
102	6	1	250	0.960	
102	6	1	74	0.128	
102	6	1	75	0.127	
102	6	1	75	0.137	
103	6	1	250	0.060	
103	6	1	250	0.069	
103	6	1	135	0.069	
103	6	1	150	0.057	
103	6	1	162	0.073	
104	6	1	250	0.116	
104	6	1	250	0.109	
104	6	1	88	0.116	
104	6	1	98	0.066	
104	6	1	92	0.105	
105	6	1	250	0.086	
105	6	1	250	0.083	
105	6	1	103	0.072	
105	6	1	99	0.094	
105	6	1	90	0.060	
106	6	1	250	0.118	
106	6	1	250	0.097	
106	6	1	88	0.123	
106	6	1	91	0.114	
106	6	1	96	0.076	
107	6	1	197	0.086	
107	6	1	228	0.143	
107	6	1	87	0.175	
107	6	1	104	0.121	
107	6	1	90	0.166	
108	6	1	77	0.322	
108	6	1	76	0.231	
108	6	1	81	0.166	
108	6	1	73	0.247	
108	6	1	81	0.166	
109	6	1	250	0.112	
109	6	1	250	0.107	
109	6	1	84	0.104	
109	6	1	83	0.137	
109	6	1	83	0.155	
110	6	1	250	0.078	
110	6	1	250	0.091	
110	6	1	93	0.132	
110	6	1	103	0.122	
110	6	1	85	0.189	
111	6	1	250	0.065	
111	6	1	250	0.085	
111	6	1	153	0.077	
111	6	1	143	0.073	
111	6	1	150	0.087	
112	6	1	250	0.073	
112	6	1	250	0.074	
112	6	1	228	0.049	
112	6	1	158	0.059	
112	6	1	173	0.046	
113	6	1	250	0.068	
113	6	1	250	0.079	
113	6	1	138	0.079	
113	6	1	129	0.098	
113	6	1	116	0.087	
114	6	1	250	0.175	
114	6	1	250	0.453	
114	6	1	111	0.082	
114	6	1	117	0.076	
114	6	1	116	0.086	
115	6	1	250	0.107	
115	6	1	250	0.103	
115	6	1	111	0.087	
115	6	1	104	0.088	
115	6	1	120	0.090	
116	6	1	124	0.120	
116	6	1	118	0.152	
116	6	1	86	0.151	
116	6	1	77	0.156	
116	6	1	90	0.154	
117	6	1	250	0.081	
117	6	1	250	0.093	
117	6	1	111	0.053	
117	6	1	106	0.086	
117	6	1	116	0.063	
118	6	1	250	0.066	
118	6	1	250	0.094	
118	6	1	162	0.071	
118	6	1	152	0.073	
118	6	1	117	0.086	
119	6	1	250	0.076	
119	6	1	250	0.052	
119	6	1	95	0.093	
119	6	1	117	0.060	
119	6	1	101	0.095	
120	6	1	250	0.181	
120	6	1	250	0.080	
120	6	1	109	0.096	
120	6	1	50	0.074	
120	6	1	115	0.105	
121	6	1	250	0.086	
121	6	1	250	0.076	
121	6	1	85	0.113	
121	6	1	97	0.108	
121	6	1	89	0.134	
122	6	1	205	0.086	
122	6	1	250	0.090	
122	6	1	105	0.108	
122	6	1	108	0.132	
122	6	1	101	0.134	
123	6	1	250	0.081	
123	6	1	250	0.076	
123	6	1	93	0.087	
123	6	1	106	0.062	
123	6	1	113	0.050	
124	6	1	250	0.098	
124	6	1	250	0.228	
124	6	1	95	0.094	
124	6	1	98	0.122	
124	6	1	80	0.153	
125	6	1	250	0.109	
125	6	1	250	0.102	
125	6	1	117	0.058	
125	6	1	102	0.094	
125	6	1	113	0.046	
126	6	1	250	0.097	
126	6	1	250	0.108	
126	6	1	164	0.076	
126	6	1	196	0.074	
126	6	1	140	0.119	
127	6	1	176	0.068	
127	6	1	156	0.063	
127	6	1	91	0.089	
127	6	1	97	0.092	
127	6	1	92	0.070	
128	6	1	128	0.154	
128	6	1	126	0.200	
128	6	1	76	0.272	
128	6	1	77	0.247	
128	6	1	82	0.256	
129	6	1	243	0.078	
129	6	1	226	0.068	
129	6	1	127	0.081	
129	6	1	151	0.065	
129	6	1	129	0.079	
130	6	1	199	0.078	
130	6	1	187	0.085	
130	6	1	80	0.190	
130	6	1	86	0.124	
130	6	1	86	0.121	
131	6	1	250	0.089	
131	6	1	250	0.063	
131	6	1	100	0.074	
131	6	1	102	0.075	
131	6	1	107	0.125	
132	6	1	250	0.095	
132	6	1	250	0.138	
132	6	1	92	0.116	
132	6	1	91	0.112	
132	6	1	87	0.086	
133	6	1	82	0.127	
133	6	1	85	0.122	
133	6	1	118	0.088	
133	6	1	109	0.052	
133	6	1	112	0.072	
134	6	1	250	0.065	
134	6	1	214	0.095	
134	6	1	109	0.082	
134	6	1	119	0.067	
134	6	1	108	0.076	
135	6	1	92	0.172	
135	6	1	83	0.236	
135	6	1	87	0.188	
135	6	1	90	0.218	
135	6	1	81	0.262	
136	6	1	250	0.051	
136	6	1	250	0.105	
136	6	1	142	0.068	
136	6	1	133	0.064	
136	6	1	146	0.054	
137	6	1	250	0.061	
137	6	1	250	0.096	
137	6	1	184	0.045	
137	6	1	153	0.068	
137	6	1	193	0.056	
138	6	1	250	0.072	
138	6	1	250	0.068	
138	6	1	134	0.067	
138	6	1	142	0.064	
138	6	1	131	0.087	
139	6	1	250	0.123	
139	6	1	250	0.157	
139	6	1	103	0.101	
139	6	1	96	0.078	
139	6	1	85	0.116	
140	6	1	250	0.114	
140	6	1	250	0.134	
140	6	1	96	0.103	
140	6	1	116	0.102	
140	6	1	117	0.094	
141	6	1	250	0.127	
141	6	1	250	0.103	
141	6	1	114	0.084	
141	6	1	114	0.103	
141	6	1	107	0.092	
142	6	1	250	0.152	
142	6	1	250	0.125	
142	6	1	75	0.097	
142	6	1	74	0.139	
142	6	1	77	0.097	
143	6	1	120	0.127	
143	6	1	250	0.169	
143	6	1	88	0.083	
143	6	1	82	0.132	
143	6	1	90	0.111	
144	6	1	215	0.093	
144	6	1	204	0.095	
144	6	1	118	0.079	
144	6	1	111	0.079	
144	6	1	98	0.080	
145	6	1	250	0.375	
145	6	1	250	0.427	
145	6	1	81	0.075	
145	6	1	73	0.176	
145	6	1	75	0.091	
146	6	1	103	0.156	
146	6	1	80	0.170	
146	6	1	75	0.230	
146	6	1	77	0.209	
146	6	1	86	0.153	
147	6	1	250	0.064	
147	6	1	240	0.109	
147	6	1	88	0.114	
147	6	1	104	0.115	
147	6	1	89	0.123	
148	6	1	250	0.070	
148	6	1	250	0.083	
148	6	1	109	0.072	
148	6	1	113	0.102	
148	6	1	98	0.061	
149	6	1	250	0.089	
149	6	1	250	0.298	
149	6	1	84	0.110	
149	6	1	83	0.073	
149	6	1	80	0.128	
150	6	1	250	0.128	
150	6	1	250	0.271	
150	6	1	96	0.105	
150	6	1	97	0.090	
150	6	1	98	0.084	
151	6	1	250	0.121	
151	6	1	250	0.121	
151	6	1	179	0.082	
151	6	1	180	0.070	
151	6	1	144	0.086	
152	6	1	250	0.082	
152	6	1	250	0.082	
152	6	1	76	0.253	
152	6	1	83	0.107	
152	6	1	82	0.095	
153	6	1	250	0.145	
153	6	1	250	0.114	
153	6	1	130	0.058	
153	6	1	156	0.057	
153	6	1	103	0.043	
154	6	1	250	0.104	
154	6	1	250	0.104	
154	6	1	95	0.086	
154	6	1	101	0.109	
154	6	1	102	0.077	
155	6	1	250	0.083	
155	6	1	250	0.118	
155	6	1	83	0.107	
155	6	1	78	0.113	
155	6	1	105	0.108	
156	6	1	122	0.129	
156	6	1	112	0.197	
156	6	1	93	0.234	
156	6	1	103	0.234	
156	6	1	93	0.217	
157	6	1	250	0.070	
157	6	1	250	0.060	
157	6	1	135	0.067	
157	6	1	123	0.079	
157	6	1	122	0.084	
158	6	1	250	0.132	
158	6	1	250	0.135	
158	6	1	98	0.060	
158	6	1	117	0.068	
158	6	1	99	0.098	
159	6	1	250	0.235	
159	6	1	250	0.166	
159	6	1	82	0.192	
159	6	1	88	0.160	
159	6	1	80	0.224	
160	6	1	250	0.156	
160	6	1	250	0.154	
160	6	1	113	0.076	
160	6	1	115	0.080	
160	6	1	107	0.086	
161	6	1	77	0.183	
161	6	1	78	0.220	
161	6	1	73	0.216	
161	6	1	73	0.308	
161	6	1	76	0.190	
162	6	1	250	0.066	
162	6	1	250	0.062	
162	6	1	132	0.073	
162	6	1	126	0.062	
162	6	1	120	0.071	
163	6	1	250	0.266	
163	6	1	250	0.343	
163	6	1	87	0.117	
163	6	1	106	0.068	
163	6	1	90	0.127	
164	6	1	161	0.079	
164	6	1	177	0.099	
164	6	1	106	0.092	
164	6	1	116	0.071	
164	6	1	112	0.085	
165	6	1	250	0.075	
165	6	1	250	0.076	
165	6	1	141	0.071	
165	6	1	148	0.063	
165	6	1	146	0.070	
166	6	1	94	0.081	
166	6	1	85	0.077	
166	6	1	88	0.129	
166	6	1	87	0.134	
166	6	1	84	0.130	
167	6	1	166	0.061	
167	6	1	183	0.046	
167	6	1	68	0.038	
167	6	1	61	0.051	
167	6	1	64	0.072	
168	6	1	250	0.094	
168	6	1	250	0.102	
168	6	1	102	0.072	
168	6	1	105	0.063	
168	6	1	97	0.055	
169	6	1	250	0.105	
169	6	1	250	0.088	
169	6	1	111	0.057	
169	6	1	85	0.047	
169	6	1	97	0.047	
170	6	1	250	0.110	
170	6	1	250	0.073	
170	6	1	107	0.073	
170	6	1	110	0.071	
170	6	1	116	0.074	
171	6	1	250	0.085	
171	6	1	250	0.075	
171	6	1	128	0.071	
171	6	1	124	0.063	
171	6	1	128	0.071	
172	6	1	250	0.070	
172	6	1	250	0.060	
172	6	1	123	0.085	
172	6	1	109	0.053	
172	6	1	110	0.072	
173	6	1	250	0.172	
173	6	1	250	0.157	
173	6	1	107	0.052	
173	6	1	113	0.115	
173	6	1	104	0.089	
174	6	1	250	0.481	
174	6	1	250	0.185	
174	6	1	83	0.124	
174	6	1	85	0.133	
174	6	1	89	0.144	
175	6	1	250	0.083	
175	6	1	250	0.075	
175	6	1	127	0.077	
175	6	1	133	0.065	
175	6	1	127	0.055	
176	6	1	250	0.106	
176	6	1	181	0.148	
176	6	1	87	0.078	
176	6	1	84	0.139	
176	6	1	100	0.059	
177	6	1	250	0.071	
177	6	1	250	0.082	
177	6	1	168	0.074	
177	6	1	163	0.075	
177	6	1	139	0.088	
178	6	1	250	0.075	
178	6	1	250	0.092	
178	6	1	80	0.099	
178	6	1	94	0.109	
178	6	1	87	0.099	
179	6	1	250	0.066	
179	6	1	250	0.079	
179	6	1	109	0.059	
179	6	1	99	0.057	
179	6	1	97	0.011	
180	6	1	250	0.084	
180	6	1	250	0.119	
180	6	1	131	0.074	
180	6	1	71	0.101	
180	6	1	128	0.060	
181	6	1	250	0.127	
181	6	1	250	0.141	
181	6	1	109	0.105	
181	6	1	102	0.077	
181	6	1	104	0.065	
182	6	1	250	0.074	
182	6	1	250	0.077	
182	6	1	120	0.077	
182	6	1	125	0.067	
182	6	1	132	0.087	
183	6	1	170	0.101	
183	6	1	250	0.066	
183	6	1	112	0.080	
183	6	1	112	0.080	
183	6	1	114	0.072	
184	6	1	250	0.073	
184	6	1	216	0.096	
184	6	1	141	0.116	
184	6	1	137	0.092	
184	6	1	158	0.086	
185	6	1	250	0.109	
185	6	1	250	0.157	
185	6	1	85	0.133	
185	6	1	98	0.092	
185	6	1	81	0.095	
186	6	1	250	0.067	
186	6	1	250	0.056	
186	6	1	144	0.078	
186	6	1	134	0.069	
186	6	1	123	0.070	
187	6	1	250	0.163	
187	6	1	250	0.066	
187	6	1	202	0.048	
187	6	1	194	0.077	
187	6	1	195	0.056	
188	6	1	250	0.185	
188	6	1	250	0.209	
188	6	1	85	0.108	
188	6	1	83	0.111	
188	6	1	78	0.112	
189	6	1	250	0.092	
189	6	1	250	0.070	
189	6	1	164	0.061	
189	6	1	134	0.081	
189	6	1	154	0.086	
190	6	1	250	0.066	
190	6	1	250	0.039	
190	6	1	103	0.073	
190	6	1	107	0.060	
190	6	1	113	0.088	
191	6	1	250	0.070	
191	6	1	250	0.297	
191	6	1	105	0.072	
191	6	1	55	0.100	
191	6	1	115	0.070	
192	6	1	150	0.093	
192	6	1	250	0.100	
192	6	1	107	0.057	
192	6	1	107	0.067	
192	6	1	99	0.051	
193	6	1	250	0.088	
193	6	1	250	0.090	
193	6	1	182	0.078	
193	6	1	163	0.070	
193	6	1	165	0.074	
194	6	1	250	0.154	
194	6	1	250	0.190	
194	6	1	101	0.074	
194	6	1	34	0.273	
194	6	1	101	0.058	
195	6	1	250	0.067	
195	6	1	250	0.070	
195	6	1	82	0.074	
195	6	1	75	0.081	
195	6	1	77	0.085	
196	6	1	250	0.098	
196	6	1	250	0.107	
196	6	1	111	0.067	
196	6	1	128	0.063	
196	6	1	117	0.095	
197	6	1	157	0.071	
197	6	1	198	0.072	
197	6	1	85	0.126	
197	6	1	82	0.111	
197	6	1	85	0.138	
198	6	1	250	0.071	
198	6	1	250	0.089	
198	6	1	83	0.115	
198	6	1	82	0.104	
198	6	1	93	0.101	
199	6	1	250	0.117	
199	6	1	250	0.089	
199	6	1	107	0.078	
199	6	1	105	0.086	
199	6	1	114	0.100	
200	6	1	250	0.137	
200	6	1	250	0.149	
200	6	1	105	0.131	
200	6	1	92	0.129	
200	6	1	104	0.173	
201	6	1	250	0.082	
201	6	1	250	0.125	
201	6	1	87	0.060	
201	6	1	95	0.095	
201	6	1	90	0.075	
202	6	1	250	0.115	
202	6	1	250	0.115	
202	6	1	92	0.058	
202	6	1	109	0.139	
202	6	1	106	0.110	
203	6	1	250	0.089	
203	6	1	250	0.088	
203	6	1	94	0.077	
203	6	1	97	0.057	
203	6	0	50	0.016	
204	6	1	250	0.088	
204	6	1	250	0.057	
204	6	1	116	0.068	
204	6	1	103	0.080	
204	6	1	103	0.065	
205	6	1	250	0.148	
205	6	1	250	0.078	
205	6	1	123	0.071	
205	6	1	137	0.070	
205	6	1	137	0.082	
206	6	1	142	0.100	
206	6	1	177	0.098	
206	6	1	115	0.096	
206	6	1	113	0.078	
206	6	1	110	0.087	
207	6	1	250	0.089	
207	6	1	250	0.078	
207	6	1	116	0.057	
207	6	1	121	0.078	
207	6	1	124	0.067	
208	6	1	250	0.085	
208	6	1	250	0.088	
208	6	1	113	0.076	
208	6	1	102	0.059	
208	6	1	108	0.066	
209	6	1	250	0.111	
209	6	1	224	0.098	
209	6	1	82	0.164	
209	6	1	100	0.137	
209	6	1	95	0.157	
210	6	1	250	0.050	
210	6	1	250	0.087	
210	6	1	114	0.052	
210	6	1	107	0.079	
210	6	1	102	0.052	
211	6	1	250	0.141	
211	6	1	250	0.101	
211	6	1	100	0.041	
211	6	1	106	0.058	
211	6	1	97	0.077	
212	6	1	140	0.111	
212	6	1	181	0.126	
212	6	1	86	0.129	
212	6	1	96	0.133	
212	6	1	86	0.123	
213	6	1	250	0.151	
213	6	1	250	0.134	
213	6	1	125	0.105	
213	6	1	144	0.079	
