Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
29	6	1	123	0.069	
29	6	1	109	0.024	
29	6	1	67	0.052	
30	6	1	187	0.054	
30	6	1	160	0.059	
30	6	1	133	0.064	
30	6	1	250	0.057	
30	6	1	125	0.143	
31	6	1	108	0.147	
31	6	1	90	0.147	
31	6	1	130	0.232	
31	6	1	79	0.230	
31	6	1	93	0.180	
32	6	1	104	0.186	
32	6	1	158	0.067	
32	6	1	98	0.191	
32	6	1	99	0.187	
32	6	1	98	0.183	
33	6	1	105	0.081	
33	6	1	99	0.078	
33	6	1	80	0.079	
33	6	1	166	0.075	
33	6	1	90	0.075	
34	6	1	87	0.174	
34	6	1	78	0.169	
34	6	1	100	0.095	
34	6	1	94	0.180	
34	6	1	93	0.163	
35	6	1	172	0.050	
35	6	1	162	0.103	
35	6	1	151	0.113	
35	6	1	146	0.095	
35	6	1	135	0.101	
36	6	1	115	0.089	
36	6	1	151	0.181	
36	6	1	123	0.143	
36	6	1	93	0.305	
36	6	1	95	0.176	
37	6	1	163	0.080	
37	6	1	163	0.074	
37	6	1	164	0.089	
37	6	1	200	0.047	
37	6	1	203	0.082	
38	6	1	225	0.060	
38	6	1	139	0.083	
38	6	1	147	0.085	
38	6	1	190	0.090	
38	6	1	250	0.052	
39	6	1	144	0.113	
39	6	1	157	0.133	
39	6	1	152	0.133	
39	6	1	116	0.144	
39	6	1	130	0.126	
40	6	1	87	0.221	
40	6	1	85	0.308	
40	6	1	85	0.388	
40	6	1	87	0.359	
40	6	1	86	0.332	
41	6	1	87	0.231	
41	6	1	87	0.250	
41	6	1	88	0.270	
41	6	1	86	0.240	
41	6	1	91	0.394	
42	6	1	85	0.661	
42	6	1	85	0.666	
42	6	1	86	0.606	
42	6	1	88	0.710	
42	6	1	85	0.666	
43	6	1	211	0.052	
43	6	1	218	0.061	
43	6	1	250	0.053	
43	6	1	246	0.050	
43	6	1	240	0.058	
44	6	1	233	0.063	
44	6	1	177	0.055	
44	6	1	182	0.083	
44	6	1	222	0.061	
44	6	1	195	0.068	
45	6	1	168	0.089	
45	6	1	80	0.091	
45	6	1	193	0.109	
45	6	1	143	0.080	
45	6	1	161	0.104	
46	6	1	50	0.098	
46	6	0	140	0.006	
46	6	1	189	0.069	
46	6	1	189	0.073	
46	6	1	195	0.074	
47	6	1	208	0.057	
47	6	1	176	0.054	
47	6	1	175	0.059	
47	6	1	171	0.066	
47	6	1	122	0.054	
48	6	1	84	0.162	
48	6	1	87	0.155	
48	6	1	101	0.149	
48	6	1	131	0.114	
48	6	1	99	0.146	
49	6	1	216	0.089	
49	6	1	208	0.074	
49	6	1	250	0.070	
49	6	1	181	0.078	
49	6	1	181	0.076	
50	6	1	114	0.194	
50	6	1	98	0.157	
50	6	1	122	0.090	
50	6	1	78	0.289	
50	6	1	124	0.207	
51	6	1	110	0.137	
51	6	1	122	0.214	
51	6	1	102	0.179	
51	6	1	91	0.126	
51	6	1	76	0.262	
52	6	1	80	0.308	
52	6	1	92	0.208	
52	6	1	79	0.249	
52	6	1	116	0.144	
52	6	1	138	0.185	
53	6	1	106	0.112	
53	6	1	100	0.131	
53	6	1	98	0.119	
53	6	1	109	0.147	
53	6	1	110	0.151	
54	6	1	81	0.255	
54	6	1	129	0.214	
54	6	1	97	0.226	
54	6	1	123	0.182	
54	6	1	95	0.190	
55	6	1	162	0.103	
55	6	1	215	0.094	
55	6	1	187	0.114	
55	6	1	124	0.121	
55	6	1	224	0.087	
56	6	1	116	0.227	
56	6	1	117	0.176	
56	6	1	149	0.126	
56	6	1	89	0.161	
56	6	1	116	0.208	
57	6	1	180	0.102	
57	6	1	153	0.087	
57	6	1	186	0.108	
57	6	1	197	0.073	
57	6	1	141	0.062	
58	6	1	250	0.050	
58	6	1	250	0.063	
58	6	1	250	0.043	
58	6	1	250	0.046	
58	6	1	250	0.056	
59	6	1	249	0.053	
59	6	1	203	0.076	
59	6	1	250	0.051	
59	6	1	226	0.046	
59	6	1	250	0.043	
60	6	1	120	0.083	
60	6	1	130	0.067	
60	6	1	155	0.071	
60	6	1	167	0.068	
60	6	1	218	0.075	
61	6	1	85	0.352	
61	6	1	84	0.400	
61	6	1	85	0.420	
61	6	1	85	0.353	
61	6	1	86	0.405	
62	6	1	250	0.047	
62	6	1	250	0.043	
62	6	1	250	0.060	
62	6	1	241	0.060	
62	6	1	250	0.046	
63	6	1	95	0.108	
63	6	1	129	0.144	
63	6	1	182	0.123	
63	6	1	103	0.145	
63	6	1	103	0.180	
64	6	1	154	0.084	
64	6	1	120	0.152	
64	6	1	110	0.138	
64	6	1	124	0.120	
64	6	1	123	0.110	
65	6	1	84	0.157	
65	6	1	80	0.293	
65	6	1	88	0.230	
65	6	1	118	0.246	
65	6	1	81	0.303	
66	6	1	250	0.087	
66	6	1	217	0.102	
66	6	1	153	0.105	
66	6	1	142	0.153	
66	6	1	148	0.167	
67	6	1	84	0.382	
67	6	1	85	0.296	
67	6	1	85	0.352	
67	6	1	85	0.390	
67	6	1	85	0.377	
68	6	1	80	0.242	
68	6	1	117	0.203	
68	6	1	87	0.269	
68	6	1	143	0.181	
68	6	1	135	0.210	
69	6	1	140	0.078	
69	6	1	173	0.083	
69	6	1	169	0.076	
69	6	1	192	0.106	
69	6	1	189	0.063	
70	6	1	93	0.105	
70	6	1	75	0.234	
70	6	1	101	0.195	
70	6	1	153	0.082	
70	6	1	75	0.221	
71	6	1	128	0.136	
71	6	1	116	0.104	
71	6	1	102	0.189	
71	6	1	135	0.128	
71	6	1	110	0.138	
72	6	1	89	0.261	
72	6	1	87	0.242	
72	6	1	86	0.266	
72	6	1	86	0.271	
72	6	1	87	0.261	
73	6	1	115	0.109	
73	6	1	127	0.102	
73	6	1	201	0.092	
73	6	1	175	0.098	
73	6	1	140	0.119	
74	6	1	123	0.170	
74	6	1	128	0.153	
74	6	1	170	0.079	
74	6	1	156	0.099	
74	6	1	138	0.182	
75	6	1	86	0.392	
75	6	1	86	0.372	
75	6	1	88	0.351	
75	6	1	86	0.388	
75	6	1	86	0.418	
76	6	1	137	0.114	
76	6	1	145	0.121	
76	6	1	167	0.127	
76	6	1	98	0.147	
76	6	1	107	0.118	
77	6	1	80	0.302	
77	6	1	84	0.288	
77	6	1	107	0.192	
77	6	1	84	0.300	
77	6	1	106	0.189	
78	6	1	250	0.079	
78	6	1	120	0.086	
78	6	1	168	0.082	
78	6	1	115	0.097	
78	6	1	180	0.069	
79	6	1	176	0.085	
79	6	1	99	0.096	
79	6	1	100	0.117	
79	6	1	89	0.256	
79	6	1	104	0.196	
80	6	1	127	0.122	
80	6	1	184	0.057	
80	6	1	85	0.120	
80	6	1	136	0.132	
80	6	1	136	0.083	
81	6	1	212	0.078	
81	6	1	169	0.091	
81	6	1	161	0.095	
81	6	1	196	0.151	
81	6	1	110	0.194	
82	6	1	231	0.044	
82	6	1	170	0.049	
82	6	1	138	0.045	
82	6	1	250	0.053	
82	6	1	167	0.036	
83	6	1	143	0.087	
83	6	1	118	0.099	
83	6	1	102	0.223	
83	6	1	82	0.229	
83	6	1	104	0.231	
84	6	1	112	0.158	
84	6	1	101	0.196	
84	6	1	103	0.121	
84	6	1	130	0.105	
84	6	1	112	0.178	
85	6	1	227	0.086	
85	6	1	167	0.103	
85	6	1	173	0.128	
85	6	1	148	0.105	
85	6	1	70	0.119	
86	6	1	250	0.045	
86	6	1	250	0.058	
86	6	1	250	0.064	
86	6	1	178	0.055	
86	6	1	175	0.068	
87	6	1	101	0.151	
87	6	1	125	0.096	
87	6	1	151	0.116	
87	6	1	101	0.140	
87	6	1	116	0.146	
88	6	1	161	0.085	
88	6	1	80	0.185	
88	6	1	113	0.219	
88	6	1	141	0.063	
88	6	1	109	0.121	
89	6	1	151	0.079	
89	6	1	154	0.070	
89	6	1	136	0.075	
89	6	1	188	0.084	
89	6	1	147	0.076	
90	6	1	84	0.217	
90	6	1	78	0.201	
90	6	1	77	0.219	
90	6	1	81	0.198	
90	6	1	77	0.250	
91	6	1	105	0.215	
91	6	1	86	0.234	
91	6	1	85	0.229	
91	6	1	117	0.200	
91	6	1	93	0.201	
92	6	1	188	0.148	
92	6	1	221	0.125	
92	6	1	98	0.154	
92	6	1	102	0.145	
92	6	1	121	0.163	
93	6	1	86	0.812	
93	6	1	85	0.836	
93	6	1	85	0.843	
93	6	1	85	0.824	
93	6	1	86	0.863	
94	6	1	87	0.384	
94	6	1	85	0.386	
94	6	1	86	0.354	
94	6	1	85	0.378	
94	6	1	85	0.342	
95	6	1	118	0.141	
95	6	1	161	0.133	
95	6	1	116	0.061	
95	6	1	112	0.107	
95	6	1	111	0.137	
96	6	1	156	0.070	
96	6	1	143	0.108	
96	6	1	123	0.052	
96	6	1	129	0.099	
96	6	1	124	0.081	
97	6	1	207	0.079	
97	6	1	131	0.102	
97	6	1	124	0.090	
97	6	1	146	0.079	
97	6	1	151	0.075	
98	6	1	151	0.132	
98	6	1	56	0.052	
98	6	1	201	0.110	
98	6	1	147	0.106	
98	6	1	180	0.104	
99	6	1	108	0.106	
99	6	1	109	0.093	
99	6	1	149	0.088	
99	6	1	151	0.069	
99	6	1	95	0.066	
100	6	1	123	0.169	
100	6	1	159	0.112	
100	6	1	132	0.125	
100	6	1	110	0.143	
100	6	1	132	0.089	
101	6	1	113	0.175	
101	6	1	110	0.306	
101	6	1	114	0.198	
101	6	1	82	0.303	
101	6	1	81	0.289	
102	6	1	132	0.091	
102	6	1	108	0.100	
102	6	1	137	0.081	
102	6	1	81	0.192	
102	6	1	142	0.073	
103	6	1	191	0.056	
103	6	1	116	0.097	
103	6	1	250	0.060	
103	6	1	152	0.076	
103	6	1	204	0.077	
104	6	1	171	0.083	
104	6	1	217	0.125	
104	6	1	185	0.088	
104	6	1	250	0.085	
104	6	1	186	0.083	
105	6	1	192	0.063	
105	6	1	149	0.078	
105	6	1	132	0.067	
105	6	1	175	0.061	
105	6	1	141	0.060	
106	6	1	194	0.120	
106	6	1	148	0.133	
106	6	1	121	0.118	
106	6	1	149	0.103	
106	6	1	159	0.151	
107	6	1	130	0.151	
107	6	1	177	0.124	
107	6	1	188	0.118	
107	6	1	143	0.138	
107	6	1	118	0.184	
108	6	1	86	0.276	
108	6	1	77	0.162	
108	6	1	123	0.171	
108	6	1	85	0.155	
108	6	1	85	0.217	
109	6	1	242	0.085	
109	6	1	173	0.094	
109	6	1	167	0.109	
109	6	1	124	0.118	
109	6	1	198	0.096	
110	6	1	111	0.177	
110	6	1	132	0.111	
110	6	1	80	0.173	
110	6	1	154	0.087	
110	6	1	149	0.089	
111	6	1	250	0.089	
111	6	1	250	0.110	
111	6	1	250	0.068	
111	6	1	250	0.065	
111	6	1	225	0.089	
112	6	0	247	0.015	
112	6	1	250	0.044	
112	6	1	250	0.047	
112	6	1	193	0.029	
112	6	1	205	0.063	
113	6	1	250	0.065	
113	6	1	207	0.056	
113	6	1	160	0.071	
113	6	1	199	0.069	
113	6	1	250	0.070	
114	6	1	165	0.091	
114	6	1	199	0.073	
114	6	1	236	0.054	
114	6	1	250	0.062	
114	6	1	192	0.068	
115	6	1	155	0.087	
115	6	1	206	0.085	
115	6	1	177	0.085	
115	6	1	142	0.108	
115	6	1	244	0.089	
116	6	1	112	0.134	
116	6	1	166	0.129	
116	6	1	112	0.225	
116	6	1	102	0.210	
116	6	1	111	0.178	
117	6	1	250	0.041	
117	6	1	250	0.043	
117	6	1	216	0.082	
117	6	1	241	0.055	
117	6	1	69	0.097	
118	6	1	146	0.055	
118	6	1	250	0.084	
118	6	1	209	0.066	
118	6	1	169	0.071	
118	6	1	245	0.050	
119	6	1	245	0.069	
119	6	1	183	0.077	
119	6	1	222	0.064	
119	6	1	231	0.057	
119	6	1	238	0.062	
120	6	1	242	0.060	
120	6	1	164	0.068	
120	6	1	182	0.096	
120	6	1	247	0.108	
120	6	1	211	0.122	
121	6	1	171	0.084	
121	6	1	195	0.071	
121	6	1	220	0.061	
121	6	1	170	0.073	
121	6	1	180	0.066	
122	6	1	114	0.117	
122	6	1	129	0.130	
122	6	1	183	0.091	
122	6	1	105	0.144	
122	6	1	133	0.133	
123	6	1	210	0.056	
123	6	1	250	0.068	
123	6	1	250	0.058	
123	6	1	250	0.077	
123	6	1	201	0.057	
124	6	1	152	0.114	
124	6	1	219	0.097	
124	6	1	183	0.089	
124	6	1	160	0.076	
124	6	1	144	0.103	
125	6	1	250	0.063	
125	6	1	222	0.053	
125	6	1	169	0.125	
125	6	1	248	0.048	
125	6	1	145	0.103	
126	6	1	223	0.098	
126	6	1	170	0.077	
126	6	1	227	0.095	
126	6	1	226	0.090	
126	6	1	144	0.054	
127	6	1	250	0.056	
127	6	1	211	0.090	
127	6	1	187	0.074	
127	6	1	222	0.075	
127	6	1	250	0.068	
128	6	1	99	0.214	
128	6	1	92	0.233	
128	6	1	124	0.204	
128	6	1	131	0.158	
128	6	1	96	0.165	
129	6	1	96	0.103	
129	6	1	93	0.084	
129	6	1	192	0.080	
129	6	1	119	0.105	
129	6	1	70	0.135	
130	6	1	152	0.102	
130	6	1	130	0.120	
130	6	1	141	0.104	
130	6	1	102	0.146	
130	6	1	98	0.132	
131	6	1	120	0.057	
131	6	1	96	0.058	
131	6	1	183	0.050	
131	6	1	142	0.106	
131	6	1	218	0.084	
132	6	1	162	0.107	
132	6	1	171	0.112	
132	6	1	109	0.057	
132	6	1	150	0.079	
132	6	1	166	0.085	
133	6	1	213	0.088	
133	6	1	142	0.084	
133	6	1	166	0.071	
133	6	1	196	0.072	
133	6	1	250	0.049	
134	6	1	136	0.075	
134	6	1	187	0.066	
134	6	1	228	0.076	
134	6	1	162	0.078	
134	6	1	250	0.070	
135	6	1	80	0.274	
135	6	1	78	0.318	
135	6	1	78	0.277	
135	6	1	96	0.138	
135	6	1	77	0.276	
136	6	1	233	0.040	
136	6	1	203	0.046	
136	6	1	177	0.077	
136	6	1	250	0.039	
136	6	1	250	0.058	
137	6	1	250	0.082	
137	6	1	204	0.050	
137	6	1	250	0.051	
137	6	1	250	0.056	
137	6	0	65	0.023	
138	6	1	250	0.063	
138	6	1	250	0.060	
138	6	1	241	0.066	
138	6	1	242	0.065	
138	6	1	168	0.073	
139	6	1	124	0.124	
139	6	1	145	0.129	
139	6	1	159	0.100	
139	6	1	150	0.119	
139	6	1	118	0.148	
140	6	1	250	0.074	
140	6	1	202	0.088	
140	6	1	168	0.106	
140	6	1	153	0.100	
140	6	1	186	0.078	
141	6	1	115	0.131	
141	6	1	178	0.121	
141	6	1	153	0.115	
141	6	1	101	0.144	
141	6	1	143	0.075	
142	6	1	137	0.075	
142	6	1	154	0.120	
142	6	1	108	0.099	
142	6	1	104	0.113	
142	6	1	133	0.085	
143	6	1	153	0.101	
143	6	1	151	0.101	
143	6	1	145	0.116	
143	6	1	189	0.089	
143	6	1	164	0.089	
144	6	1	129	0.098	
144	6	1	137	0.085	
144	6	1	171	0.078	
144	6	1	183	0.087	
144	6	1	180	0.094	
145	6	1	112	0.170	
145	6	1	132	0.067	
145	6	1	96	0.204	
145	6	1	123	0.137	
145	6	1	139	0.137	
146	6	1	131	0.094	
146	6	1	74	0.292	
146	6	1	92	0.133	
146	6	1	75	0.193	
146	6	1	104	0.113	
147	6	1	167	0.084	
147	6	1	124	0.125	
147	6	1	169	0.138	
147	6	1	105	0.133	
147	6	1	120	0.137	
148	6	1	85	0.125	
148	6	1	136	0.071	
148	6	1	133	0.102	
148	6	1	161	0.068	
148	6	1	166	0.100	
149	6	1	102	0.171	
149	6	1	179	0.093	
149	6	1	113	0.183	
149	6	1	100	0.150	
149	6	1	134	0.139	
150	6	1	226	0.053	
150	6	1	219	0.083	
150	6	1	163	0.065	
150	6	1	193	0.059	
150	6	1	144	0.057	
151	6	1	75	0.101	
151	6	1	135	0.076	
151	6	1	105	0.106	
151	6	1	170	0.098	
151	6	1	184	0.089	
152	6	1	163	0.074	
152	6	1	103	0.105	
152	6	1	101	0.098	
152	6	1	79	0.139	
152	6	1	107	0.101	
153	6	1	192	0.065	
153	6	1	240	0.072	
153	6	1	243	0.059	
153	6	1	182	0.051	
153	6	1	215	0.056	
154	6	1	250	0.083	
154	6	1	236	0.086	
154	6	1	193	0.111	
154	6	1	247	0.102	
154	6	1	250	0.086	
155	6	1	189	0.151	
155	6	1	135	0.121	
155	6	1	186	0.089	
155	6	1	216	0.119	
155	6	1	192	0.118	
156	6	1	86	0.183	
156	6	1	105	0.328	
156	6	1	81	0.255	
156	6	1	84	0.225	
156	6	1	113	0.221	
157	6	1	248	0.060	
157	6	1	158	0.054	
157	6	1	202	0.058	
157	6	1	250	0.056	
157	6	1	135	0.067	
158	6	1	230	0.062	
158	6	1	197	0.058	
158	6	1	250	0.066	
158	6	1	250	0.054	
158	6	1	206	0.061	
159	6	1	87	0.178	
159	6	1	120	0.182	
159	6	1	137	0.254	
159	6	1	125	0.209	
159	6	1	92	0.266	
160	6	1	174	0.087	
160	6	1	183	0.066	
160	6	1	211	0.064	
160	6	1	159	0.074	
160	6	1	184	0.058	
161	6	1	83	0.208	
161	6	1	88	0.144	
161	6	1	81	0.195	
161	6	1	94	0.186	
161	6	1	80	0.143	
162	6	1	206	0.074	
162	6	1	192	0.068	
162	6	1	213	0.067	
162	6	1	157	0.083	
162	6	1	204	0.064	
163	6	1	250	0.090	
163	6	1	238	0.061	
163	6	1	44	0.081	
163	6	1	250	0.055	
163	6	1	229	0.068	
164	6	1	125	0.089	
164	6	1	105	0.097	
164	6	1	155	0.073	
164	6	1	139	0.104	
164	6	1	145	0.126	
165	6	1	138	0.056	
165	6	1	250	0.065	
165	6	1	245	0.061	
165	6	1	189	0.089	
165	6	1	200	0.068	
166	6	1	135	0.102	
166	6	1	153	0.119	
166	6	1	204	0.094	
166	6	1	179	0.126	
166	6	1	56	0.129	
167	6	1	187	0.045	
167	6	1	195	0.061	
167	6	1	92	0.056	
167	6	1	60	0.071	
167	6	1	62	0.064	
168	6	1	245	0.060	
168	6	1	250	0.053	
168	6	1	250	0.049	
168	6	1	250	0.058	
168	6	1	185	0.050	
169	6	1	220	0.044	
169	6	1	236	0.104	
169	6	1	250	0.046	
169	6	1	245	0.070	
169	6	1	226	0.062	
170	6	1	157	0.065	
170	6	1	158	0.080	
170	6	1	184	0.075	
170	6	1	136	0.085	
170	6	1	192	0.069	
171	6	1	250	0.065	
171	6	1	180	0.076	
171	6	1	250	0.049	
171	6	1	95	0.114	
171	6	1	145	0.113	
172	6	1	200	0.090	
172	6	1	188	0.073	
172	6	1	205	0.075	
172	6	1	178	0.091	
172	6	1	175	0.073	
173	6	1	170	0.062	
173	6	1	250	0.049	
173	6	1	250	0.085	
173	6	1	250	0.045	
173	6	1	181	0.055	
174	6	1	160	0.112	
174	6	1	165	0.123	
174	6	1	122	0.117	
174	6	1	147	0.138	
174	6	1	157	0.096	
175	6	1	250	0.069	
175	6	1	244	0.076	
175	6	1	250	0.066	
175	6	1	66	0.094	
175	6	1	250	0.088	
176	6	1	196	0.066	
176	6	1	176	0.053	
176	6	1	178	0.072	
176	6	1	181	0.077	
176	6	1	126	0.053	
177	6	1	156	0.082	
177	6	1	250	0.063	
177	6	1	174	0.082	
177	6	1	179	0.060	
177	6	1	250	0.068	
178	6	1	156	0.085	
178	6	1	250	0.066	
178	6	1	197	0.095	
178	6	1	184	0.077	
178	6	1	250	0.067	
179	6	1	250	0.070	
179	6	1	250	0.069	
179	6	1	243	0.058	
179	6	1	250	0.065	
179	6	1	250	0.074	
180	6	1	157	0.065	
180	6	1	250	0.061	
180	6	1	250	0.065	
180	6	1	250	0.060	
180	6	1	250	0.066	
181	6	1	100	0.073	
181	6	1	250	0.071	
181	6	1	187	0.085	
181	6	1	250	0.072	
181	6	1	250	0.066	
182	6	1	250	0.078	
182	6	1	186	0.062	
182	6	1	182	0.077	
182	6	1	250	0.047	
182	6	1	250	0.056	
183	6	1	169	0.067	
183	6	1	240	0.053	
183	6	1	203	0.070	
183	6	1	225	0.075	
183	6	1	230	0.069	
184	6	1	176	0.075	
184	6	1	225	0.085	
184	6	1	243	0.056	
184	6	1	135	0.065	
184	6	1	121	0.126	
185	6	1	138	0.103	
185	6	1	165	0.082	
185	6	1	154	0.057	
185	6	1	145	0.136	
185	6	1	120	0.122	
186	6	1	250	0.060	
186	6	1	250	0.056	
186	6	1	230	0.065	
186	6	1	231	0.074	
186	6	1	188	0.069	
187	6	1	182	0.052	
187	6	1	250	0.042	
187	6	1	250	0.046	
187	6	1	225	0.051	
187	6	1	234	0.058	
188	6	1	213	0.102	
188	6	1	116	0.113	
188	6	1	132	0.103	
188	6	1	153	0.124	
188	6	1	181	0.104	
189	6	1	208	0.100	
189	6	1	62	0.122	
189	6	1	158	0.087	
189	6	1	167	0.070	
189	6	1	155	0.079	
190	6	1	203	0.053	
190	6	1	201	0.066	
190	6	1	208	0.083	
190	6	1	250	0.049	
190	6	1	245	0.048	
191	6	1	227	0.073	
191	6	1	232	0.075	
191	6	1	250	0.076	
191	6	1	250	0.076	
191	6	1	242	0.047	
192	6	1	178	0.044	
192	6	1	217	0.071	
192	6	1	250	0.050	
192	6	1	250	0.058	
192	6	1	240	0.050	
193	6	1	77	0.121	
193	6	1	75	0.114	
193	6	1	229	0.062	
193	6	1	55	0.123	
193	6	1	250	0.078	
194	6	1	250	0.065	
194	6	1	250	0.093	
194	6	1	250	0.063	
194	6	1	247	0.059	
194	6	1	250	0.055	
195	6	1	190	0.075	
195	6	1	130	0.067	
195	6	1	175	0.068	
195	6	1	100	0.075	
195	6	1	172	0.071	
196	6	1	181	0.086	
196	6	1	212	0.075	
196	6	1	159	0.081	
196	6	1	224	0.085	
196	6	1	180	0.049	
197	6	1	223	0.058	
197	6	1	174	0.100	
197	6	1	175	0.086	
197	6	1	232	0.064	
197	6	1	199	0.095	
198	6	1	215	0.095	
198	6	1	123	0.077	
198	6	1	125	0.120	
198	6	1	167	0.084	
198	6	1	157	0.096	
199	6	1	209	0.059	
199	6	1	250	0.050	
199	6	1	239	0.061	
199	6	1	192	0.069	
199	6	1	193	0.060	
200	6	1	199	0.103	
200	6	1	152	0.155	
200	6	1	207	0.127	
200	6	1	191	0.131	
200	6	1	119	0.105	
201	6	1	123	0.075	
201	6	1	162	0.072	
201	6	1	128	0.085	
201	6	1	154	0.097	
201	6	1	65	0.121	
202	6	1	110	0.122	
202	6	1	119	0.167	
202	6	1	127	0.124	
202	6	1	130	0.160	
202	6	1	118	0.071	
203	6	1	250	0.050	
203	6	1	194	0.056	
203	6	1	180	0.056	
203	6	1	193	0.070	
203	6	1	220	0.070	
204	6	1	170	0.078	
204	6	1	229	0.090	
204	6	1	176	0.070	
204	6	1	250	0.094	
204	6	1	250	0.045	
205	6	1	250	0.064	
205	6	0	88	0.007	
205	6	1	250	0.067	
205	6	1	250	0.069	
205	6	1	250	0.072	
206	6	1	205	0.079	
206	6	1	202	0.070	
206	6	1	191	0.083	
206	6	1	229	0.046	
206	6	1	164	0.071	
207	6	1	250	0.058	
207	6	1	120	0.098	
207	6	1	200	0.053	
207	6	1	201	0.105	
207	6	1	105	0.093	
208	6	1	250	0.055	
208	6	1	145	0.060	
208	6	1	228	0.050	
208	6	1	186	0.054	
208	6	1	158	0.046	
209	6	1	112	0.123	
209	6	1	96	0.099	
209	6	1	135	0.095	
209	6	1	126	0.105	
209	6	1	112	0.099	
210	6	1	235	0.070	
210	6	1	193	0.029	
210	6	1	183	0.044	
210	6	1	250	0.051	
210	6	1	203	0.068	
211	6	1	233	0.046	
211	6	1	231	0.059	
211	6	1	250	0.047	
211	6	1	250	0.053	
211	6	1	237	0.053	
212	6	1	94	0.141	
212	6	1	91	0.143	
212	6	1	140	0.061	
212	6	1	212	0.080	
212	6	1	97	0.128	
213	6	1	221	0.084	
213	6	1	179	0.094	
213	6	1	174	0.097	
213	6	1	186	0.115	
